Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Rating,Payment,Date,Time,cogs,gross margin percentage,gross income
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.473,$72.93,9.7,Ewallet,03/01/2019,06:14:00 p. m.,69.46,4.761904762,3.473
237-01-6122,C,Naypyitaw,Member,Female,Home and lifestyle,80.79,9,36.3555,$763.47,9.5,Credit card,02/01/2019,08:31:00 p. m.,727.11,4.761904762,36.3555
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,$399.76,5.7,Cash,01/01/2019,02:47:00 p. m.,380.72,4.761904762,19.036
152-08-9985,B,Mandalay,Member,Male,Health and beauty,64.36,9,28.962,$608.20,8.6,Credit card,03/12/2019,12:09:00 p. m.,579.24,4.761904762,28.962
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.214,9.1,Cash,03/12/2019,02:21:00 p. m.,190.68,4.761904762,9.534
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,$40.96,4.7,Credit card,03/12/2019,04:46:00 p. m.,39.01,4.761904762,1.9505
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,4,4,8.3,$174.30,8.2,Credit card,03/12/2019,07:58:00 p. m.,166,4.761904762,8.3
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,$160.21,7,Ewallet,02/12/2019,07:01:00 p. m.,152.58,4.761904762,7.629
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,$28.42,5.3,Credit card,01/12/2019,08:07:00 p. m.,27.07,4.761904762,1.3535
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,$120.16,8.3,Ewallet,01/12/2019,05:13:00 p. m.,114.44,4.761904762,5.722
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,$125.52,5.8,Credit card,03/11/2019,12:01:00 p. m.,119.54,4.761904762,5.977
656-95-9349,A,Yangon,Member,Female,Health and beauty,68.93,7,24.1255,$506.64,4.6,Credit card,03/11/2019,11:03:00 a. m.,482.51,4.761904762,24.1255
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,$218.07,8.1,Credit card,03/11/2019,06:58:00 p. m.,207.69,4.761904762,10.3845
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,8,Cash,02/11/2019,10:54:00 a. m.,756.81,4.761904762,37.8405
607-65-2441,C,Naypyitaw,Member,Male,Health and beauty,81.95,10,40.975,$860.48,6,Credit card,03/10/2019,12:39:00 p. m.,819.5,4.761904762,40.975
838-78-4295,C,Naypyitaw,Normal,Female,Health and beauty,33.47,2,3.347,$70.29,6.7,Ewallet,02/10/2019,03:43:00 p. m.,66.94,4.761904762,3.347
665-32-9167,A,Yangon,Member,Female,Health and beauty,36.26,2,3.626,$76.15,7.2,Credit card,01/10/2019,05:15:00 p. m.,72.52,4.761904762,3.626
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4,10.342,$217.18,9.8,Credit card,03/09/2019,01:53:00 p. m.,206.84,4.761904762,10.342
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,$545.37,6.5,Ewallet,03/09/2019,06:24:00 p. m.,519.4,4.761904762,25.97
450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.61,10,42.305,$888.41,8.8,Credit card,02/09/2019,06:58:00 p. m.,846.1,4.761904762,42.305
458-41-1477,C,Naypyitaw,Normal,Female,Health and beauty,46.26,6,13.878,$291.44,9.5,Credit card,03/08/2019,05:11:00 p. m.,277.56,4.761904762,13.878
483-71-1164,C,Naypyitaw,Normal,Female,Health and beauty,81.3,6,24.39,$512.19,5.3,Ewallet,03/08/2019,04:43:00 p. m.,487.8,4.761904762,24.39
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,$273.05,7.7,Credit card,02/08/2019,01:12:00 p. m.,260.05,4.761904762,13.0025
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,5,Cash,03/07/2019,01:12:00 p. m.,139.95,4.761904762,6.9975
635-40-6220,A,Yangon,Normal,Male,Health and beauty,89.6,8,35.84,$752.64,6.6,Ewallet,02/07/2019,11:28:00 a. m.,716.8,4.761904762,35.84
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,29.475,$618.98,8.1,Ewallet,02/07/2019,02:27:00 p. m.,589.5,4.761904762,29.475
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,$83.73,7.3,Ewallet,03/06/2019,10:36:00 a. m.,79.74,4.761904762,3.987
149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,28.5,8,11.4,239.4,6.6,Cash,02/06/2019,02:24:00 p. m.,228,4.761904762,11.4
258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,$187.32,6.6,Credit card,02/06/2019,06:33:00 p. m.,178.4,4.761904762,8.92
512-91-0811,C,Naypyitaw,Normal,Male,Health and beauty,89.75,1,4.4875,$94.24,6.6,Credit card,02/06/2019,08:05:00 p. m.,89.75,4.761904762,4.4875
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,$271.95,8.7,Ewallet,02/06/2019,02:51:00 p. m.,259,4.761904762,12.95
729-06-2010,B,Mandalay,Member,Male,Health and beauty,80.47,9,36.2115,$760.44,9.2,Cash,01/06/2019,11:18:00 a. m.,724.23,4.761904762,36.2115
102-77-2261,C,Naypyitaw,Member,Male,Health and beauty,65.31,7,22.8585,$480.03,4.2,Credit card,03/05/2019,06:02:00 p. m.,457.17,4.761904762,22.8585
371-85-5789,B,Mandalay,Normal,Male,Health and beauty,87.98,3,13.197,$277.14,5.1,Ewallet,03/05/2019,10:40:00 a. m.,263.94,4.761904762,13.197
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,$411.38,8.9,Ewallet,03/05/2019,07:06:00 p. m.,391.79,4.761904762,19.5895
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,$212.69,8.7,Ewallet,03/05/2019,08:24:00 p. m.,202.56,4.761904762,10.128
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,$258.68,8.3,Credit card,03/05/2019,01:30:00 p. m.,246.36,4.761904762,12.318
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.208,550.368,9.7,Cash,02/05/2019,12:34:00 p. m.,524.16,4.761904762,26.208
210-67-5886,C,Naypyitaw,Member,Female,Health and beauty,98.21,3,14.7315,$309.36,7.8,Credit card,02/05/2019,10:41:00 a. m.,294.63,4.761904762,14.7315
338-65-2210,C,Naypyitaw,Member,Female,Health and beauty,68.6,10,34.3,720.3,9.1,Cash,02/05/2019,07:57:00 p. m.,686,4.761904762,34.3
433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty,78.89,7,27.6115,$579.84,7.5,Ewallet,01/05/2019,07:48:00 p. m.,552.23,4.761904762,27.6115
750-67-8428,A,Yangon,Member,Female,Health and beauty,74.69,7,26.1415,$548.97,9.1,Ewallet,01/05/2019,01:08:00 p. m.,522.83,4.761904762,26.1415
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5,3.655,$76.76,4.4,Cash,03/04/2019,12:23:00 p. m.,73.1,4.761904762,3.655
276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,8.7,Cash,03/04/2019,10:05:00 a. m.,206.13,4.761904762,10.3065
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,29.949,$628.93,8.5,Ewallet,03/04/2019,03:02:00 p. m.,598.98,4.761904762,29.949
689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10,24.315,$510.62,8.8,Cash,03/04/2019,12:44:00 p. m.,486.3,4.761904762,24.315
268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,13.85,9,6.2325,$130.88,6,Ewallet,02/04/2019,12:50:00 p. m.,124.65,4.761904762,6.2325
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,$110.09,7.8,Cash,01/04/2019,01:21:00 p. m.,104.85,4.761904762,5.2425
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,29.028,$609.59,4.6,Cash,30/03/2019,05:58:00 p. m.,580.56,4.761904762,29.028
743-04-1105,B,Mandalay,Member,Male,Health and beauty,97.22,9,43.749,$918.73,6,Ewallet,30/03/2019,02:43:00 p. m.,874.98,4.761904762,43.749
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.21,6,21.063,$442.32,7.4,Cash,30/03/2019,02:58:00 p. m.,421.26,4.761904762,21.063
186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.77,7,25.1195,$527.51,8.9,Cash,29/03/2019,02:06:00 p. m.,502.39,4.761904762,25.1195
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,$321.77,7,Cash,29/03/2019,02:28:00 p. m.,306.45,4.761904762,15.3225
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,$288.02,9.8,Ewallet,29/03/2019,04:48:00 p. m.,274.3,4.761904762,13.715
766-85-7061,B,Mandalay,Normal,Male,Health and beauty,87.87,10,43.935,$922.64,5.1,Ewallet,29/03/2019,10:25:00 a. m.,878.7,4.761904762,43.935
829-34-3910,A,Yangon,Normal,Female,Health and beauty,71.38,10,35.69,749.49,5.7,Cash,29/03/2019,07:21:00 p. m.,713.8,4.761904762,35.69
333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08,7,3.528,$74.09,4.2,Cash,28/03/2019,08:14:00 p. m.,70.56,4.761904762,3.528
238-49-0436,A,Yangon,Normal,Male,Health and beauty,32.46,8,12.984,$272.66,4.9,Credit card,27/03/2019,01:48:00 p. m.,259.68,4.761904762,12.984
587-73-4862,A,Yangon,Member,Female,Health and beauty,10.69,5,2.6725,$56.12,7.6,Ewallet,26/03/2019,11:07:00 a. m.,53.45,4.761904762,2.6725
595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73,5,6.9325,$145.58,4.2,Credit card,26/03/2019,08:21:00 p. m.,138.65,4.761904762,6.9325
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,12.854,269.934,7.7,Cash,26/03/2019,01:54:00 p. m.,257.08,4.761904762,12.854
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,$91.77,4.9,Cash,26/03/2019,06:03:00 p. m.,87.4,4.761904762,4.37
605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8,3,2.37,49.77,9.5,Cash,25/03/2019,06:02:00 p. m.,47.4,4.761904762,2.37
851-98-3555,B,Mandalay,Normal,Female,Health and beauty,82.88,5,20.72,$435.12,6.6,Credit card,24/03/2019,02:08:00 p. m.,414.4,4.761904762,20.72
333-73-7901,C,Naypyitaw,Normal,Female,Health and beauty,54.92,8,21.968,$461.33,7.6,Ewallet,23/03/2019,01:24:00 p. m.,439.36,4.761904762,21.968
568-90-5112,C,Naypyitaw,Normal,Male,Health and beauty,66.14,4,13.228,$277.79,5.6,Credit card,19/03/2019,12:46:00 p. m.,264.56,4.761904762,13.228
716-39-1409,B,Mandalay,Normal,Male,Health and beauty,30.35,7,10.6225,$223.07,8,Cash,19/03/2019,06:19:00 p. m.,212.45,4.761904762,10.6225
617-15-4209,C,Naypyitaw,Member,Male,Health and beauty,15.37,2,1.537,$32.28,7.2,Cash,16/03/2019,07:47:00 p. m.,30.74,4.761904762,1.537
359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.78,1,4.639,$97.42,9.8,Credit card,15/03/2019,10:50:00 a. m.,92.78,4.761904762,4.639
565-91-4567,B,Mandalay,Normal,Male,Health and beauty,10.75,8,4.3,$90.30,6.2,Ewallet,15/03/2019,02:38:00 p. m.,86,4.761904762,4.3
595-11-5460,A,Yangon,Normal,Male,Health and beauty,96.58,2,9.658,$202.82,5.1,Credit card,15/03/2019,10:12:00 a. m.,193.16,4.761904762,9.658
848-62-7243,A,Yangon,Normal,Male,Health and beauty,24.89,9,11.2005,$235.21,7.4,Cash,15/03/2019,03:36:00 p. m.,224.01,4.761904762,11.2005
628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10,41.29,$867.09,5,Cash,14/03/2019,02:41:00 p. m.,825.8,4.761904762,41.29
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,$190.16,5.9,Ewallet,13/03/2019,11:46:00 a. m.,181.1,4.761904762,9.055
877-22-3308,A,Yangon,Member,Male,Health and beauty,15.87,10,7.935,$166.64,5.8,Cash,13/03/2019,04:40:00 p. m.,158.7,4.761904762,7.935
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.959,$293.14,4.3,Credit card,03/03/2019,10:54:00 a. m.,279.18,4.761904762,13.959
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25,1,1.25,$26.25,5.5,Ewallet,03/03/2019,03:09:00 p. m.,25,4.761904762,1.25
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,$212.78,6,Credit card,03/03/2019,08:31:00 p. m.,202.65,4.761904762,10.1325
249-42-3782,A,Yangon,Normal,Male,Health and beauty,70.01,5,17.5025,$367.55,5.5,Ewallet,01/03/2019,11:36:00 a. m.,350.05,4.761904762,17.5025
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.794,$79.67,7.1,Credit card,01/03/2019,10:30:00 a. m.,75.88,4.761904762,3.794
552-44-5977,B,Mandalay,Member,Male,Health and beauty,62,8,24.8,$520.80,6.2,Credit card,01/03/2019,07:08:00 p. m.,496,4.761904762,24.8
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,9.7,Cash,01/03/2019,07:17:00 p. m.,42.24,4.761904762,2.112
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,$217.63,7.9,Ewallet,01/03/2019,12:02:00 p. m.,207.27,4.761904762,10.3635
635-28-5728,A,Yangon,Normal,Male,Health and beauty,56,3,8.4,$176.40,4.8,Ewallet,28/02/2019,07:33:00 p. m.,168,4.761904762,8.4
318-68-5053,B,Mandalay,Normal,Female,Health and beauty,76.99,6,23.097,485.037,6.1,Cash,27/02/2019,05:55:00 p. m.,461.94,4.761904762,23.097
370-41-7321,B,Mandalay,Member,Male,Health and beauty,56.69,9,25.5105,$535.72,8.4,Credit card,27/02/2019,05:24:00 p. m.,510.21,4.761904762,25.5105
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,$141.75,4.8,Credit card,27/02/2019,11:06:00 a. m.,135,4.761904762,6.75
759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,85.87,7,30.0545,$631.14,8,Credit card,27/02/2019,07:01:00 p. m.,601.09,4.761904762,30.0545
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,$628.17,7.9,Ewallet,26/02/2019,04:52:00 p. m.,598.26,4.761904762,29.913
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,$205.32,6.3,Credit card,25/02/2019,08:35:00 p. m.,195.54,4.761904762,9.777
505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57,8,17.028,$357.59,5.6,Ewallet,25/02/2019,02:12:00 p. m.,340.56,4.761904762,17.028
636-17-0325,B,Mandalay,Normal,Male,Health and beauty,62.57,4,12.514,$262.79,9.5,Cash,25/02/2019,06:37:00 p. m.,250.28,4.761904762,12.514
516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,10.16,5,2.54,$53.34,4.1,Ewallet,24/02/2019,01:08:00 p. m.,50.8,4.761904762,2.54
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.594,$75.47,6.4,Ewallet,23/02/2019,08:43:00 p. m.,71.88,4.761904762,3.594
389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66,5,20.915,439.215,7.2,Cash,21/02/2019,10:26:00 a. m.,418.3,4.761904762,20.915
503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91,3,5.9865,$125.72,9.3,Ewallet,21/02/2019,12:40:00 p. m.,119.73,4.761904762,5.9865
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,$350.07,7.6,Cash,20/02/2019,06:01:00 p. m.,333.4,4.761904762,16.67
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,$339.36,10,Credit card,20/02/2019,04:49:00 p. m.,323.2,4.761904762,16.16
449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,5,12.6975,$266.65,5.3,Credit card,19/02/2019,02:53:00 p. m.,253.95,4.761904762,12.6975
629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty,21.8,8,8.72,$183.12,8.3,Cash,19/02/2019,07:24:00 p. m.,174.4,4.761904762,8.72
764-44-8999,B,Mandalay,Normal,Female,Health and beauty,14.76,2,1.476,$31.00,4.3,Ewallet,18/02/2019,02:42:00 p. m.,29.52,4.761904762,1.476
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,$185.09,8.4,Ewallet,18/02/2019,04:28:00 p. m.,176.28,4.761904762,8.814
131-70-8179,A,Yangon,Member,Female,Health and beauty,9.09,3,13.8135,290.0835,4.2,Cash,17/02/2019,04:27:00 p. m.,276.27,4.761904762,13.8135
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,6,14.313,$300.57,4.4,Ewallet,16/02/2019,02:19:00 p. m.,286.26,4.761904762,14.313
234-36-2483,B,Mandalay,Normal,Male,Health and beauty,17.59,6,17.277,$362.82,5.1,Cash,15/02/2019,01:51:00 p. m.,345.54,4.761904762,17.277
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,$96.14,9.8,Ewallet,15/02/2019,06:03:00 p. m.,91.56,4.761904762,4.578
400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,18.55,4,13.71,$287.91,9.2,Credit card,15/02/2019,08:21:00 p. m.,274.2,4.761904762,13.71
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,13.456,$282.58,9.3,Credit card,15/02/2019,05:10:00 p. m.,269.12,4.761904762,13.456
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,7.7,Cash,15/02/2019,08:21:00 p. m.,538.3,4.761904762,26.915
528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1,4.565,$95.87,9.2,Ewallet,14/02/2019,02:42:00 p. m.,91.3,4.761904762,4.565
545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.32,2,5.832,$122.47,6,Ewallet,14/02/2019,12:42:00 p. m.,116.64,4.761904762,5.832
853-23-2453,B,Mandalay,Member,Male,Health and beauty,25.74,4,15.148,$318.11,7.6,Cash,14/02/2019,02:35:00 p. m.,302.96,4.761904762,15.148
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3,11.0115,$231.24,4,Ewallet,03/02/2019,01:10:00 p. m.,220.23,4.761904762,11.0115
725-54-0677,C,Naypyitaw,Member,Male,Health and beauty,85.6,7,29.96,$629.16,5.3,Cash,03/02/2019,01:50:00 p. m.,599.2,4.761904762,29.96
382-03-4532,A,Yangon,Member,Female,Health and beauty,18.33,1,0.9165,19.2465,4.3,Cash,02/02/2019,06:50:00 p. m.,18.33,4.761904762,0.9165
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.205,5.1,Cash,01/02/2019,01:00:00 p. m.,342.1,4.761904762,17.105
233-67-5758,C,Naypyitaw,Normal,Male,Health and beauty,40.35,1,2.0175,$42.37,6.2,Ewallet,29/01/2019,01:46:00 p. m.,40.35,4.761904762,2.0175
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,$91.40,4.9,Credit card,28/01/2019,03:16:00 p. m.,87.05,4.761904762,4.3525
222-42-0244,B,Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,$681.44,7.7,Credit card,28/01/2019,01:53:00 p. m.,648.99,4.761904762,32.4495
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,$273.42,9.9,Ewallet,28/01/2019,04:47:00 p. m.,260.4,4.761904762,13.02
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,$20.11,9.5,Credit card,28/01/2019,05:58:00 p. m.,19.15,4.761904762,0.9575
430-53-4718,B,Mandalay,Member,Male,Health and beauty,15.37,8,30.148,$633.11,8.4,Credit card,28/01/2019,03:46:00 p. m.,602.96,4.761904762,30.148
699-88-1972,B,Mandalay,Normal,Male,Health and beauty,19.16,8,39.664,$832.94,4.2,Credit card,28/01/2019,05:47:00 p. m.,793.28,4.761904762,39.664
123-19-1176,A,Yangon,Member,Male,Health and beauty,58.22,8,23.288,$489.05,8.4,Ewallet,27/01/2019,08:33:00 p. m.,465.76,4.761904762,23.288
869-11-3082,B,Mandalay,Member,Male,Health and beauty,96.16,4,19.232,$403.87,8.4,Credit card,27/01/2019,08:03:00 p. m.,384.64,4.761904762,19.232
176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,33.81,3,5.0715,$106.50,7.3,Ewallet,26/01/2019,03:11:00 p. m.,101.43,4.761904762,5.0715
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,$655.55,4,Ewallet,26/01/2019,07:14:00 p. m.,624.33,4.761904762,31.2165
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,$100.92,7.8,Ewallet,25/01/2019,04:28:00 p. m.,96.11,4.761904762,4.8055
280-17-4359,C,Naypyitaw,Member,Male,Health and beauty,90.5,10,45.25,$950.25,8.1,Cash,25/01/2019,01:48:00 p. m.,905,4.761904762,45.25
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,$214.75,4,Credit card,25/01/2019,10:11:00 a. m.,204.52,4.761904762,10.226
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.724,$288.20,5.7,Ewallet,25/01/2019,03:00:00 p. m.,274.48,4.761904762,13.724
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,$406.88,4.3,Ewallet,24/01/2019,08:36:00 p. m.,387.5,4.761904762,19.375
148-41-7930,C,Naypyitaw,Normal,Male,Health and beauty,9.96,7,34.986,$734.71,6.1,Cash,23/01/2019,10:33:00 a. m.,699.72,4.761904762,34.986
160-22-2687,A,Yangon,Member,Female,Health and beauty,5.95,5,23.9875,$503.74,8.8,Ewallet,23/01/2019,02:21:00 p. m.,479.75,4.761904762,23.9875
790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty,10.99,5,2.7475,$57.70,9.3,Credit card,23/01/2019,10:18:00 a. m.,54.95,4.761904762,2.7475
809-46-1866,A,Yangon,Normal,Male,Health and beauty,58.15,4,11.63,$244.23,8.4,Cash,23/01/2019,05:44:00 p. m.,232.6,4.761904762,11.63
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,$85.59,9.2,Ewallet,22/01/2019,10:57:00 a. m.,81.51,4.761904762,4.0755
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,16.743,351.603,9.9,Cash,22/01/2019,11:52:00 a. m.,334.86,4.761904762,16.743
756-01-7507,C,Naypyitaw,Normal,Female,Health and beauty,20.38,5,5.095,106.995,6,Cash,22/01/2019,06:56:00 p. m.,101.9,4.761904762,5.095
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,$390.80,8.9,Cash,21/01/2019,06:01:00 p. m.,372.19,4.761904762,18.6095
870-72-4431,C,Naypyitaw,Normal,Female,Health and beauty,99.19,6,29.757,$624.90,5.5,Credit card,21/01/2019,02:42:00 p. m.,595.14,4.761904762,29.757
458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty,64.08,7,22.428,$470.99,7.6,Ewallet,20/01/2019,12:27:00 p. m.,448.56,4.761904762,22.428
787-87-2010,A,Yangon,Member,Male,Health and beauty,55.5,4,11.1,$233.10,6.6,Credit card,20/01/2019,03:48:00 p. m.,222,4.761904762,11.1
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,8.4,Cash,18/01/2019,03:08:00 p. m.,39.42,4.761904762,1.971
101-81-4070,C,Naypyitaw,Member,Female,Health and beauty,62.82,2,6.282,$131.92,4.9,Ewallet,17/01/2019,12:36:00 p. m.,125.64,4.761904762,6.282
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10,33.235,$697.94,5,Credit card,15/01/2019,03:01:00 p. m.,664.7,4.761904762,33.235
314-23-4520,C,Naypyitaw,Member,Male,Health and beauty,81.23,7,28.4305,$597.04,9,Cash,15/01/2019,08:44:00 p. m.,568.61,4.761904762,28.4305
559-61-5987,B,Mandalay,Normal,Female,Health and beauty,17.75,1,0.8875,18.6375,8.6,Cash,14/01/2019,10:38:00 a. m.,17.75,4.761904762,0.8875
658-66-3967,C,Naypyitaw,Normal,Male,Health and beauty,53.19,7,18.6165,$390.95,5,Ewallet,14/01/2019,03:42:00 p. m.,372.33,4.761904762,18.6165
704-10-4056,C,Naypyitaw,Member,Male,Health and beauty,60.47,3,9.0705,$190.48,5.6,Credit card,14/01/2019,10:55:00 a. m.,181.41,4.761904762,9.0705
397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9,17.829,$374.41,6.8,Credit card,13/01/2019,05:54:00 p. m.,356.58,4.761904762,17.829
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2,6.951,$145.97,8.1,Ewallet,03/01/2019,12:15:00 p. m.,139.02,4.761904762,6.951
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.223,$46.68,8.7,Credit card,03/01/2019,11:30:00 a. m.,44.46,4.761904762,2.223
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,15.536,326.256,8.4,Cash,02/01/2019,07:54:00 p. m.,310.72,4.761904762,15.536
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.287,$132.03,5,Cash,01/01/2019,11:43:00 a. m.,125.74,4.761904762,6.287
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04,7,19.264,$404.54,5.2,Ewallet,03/12/2019,07:39:00 p. m.,385.28,4.761904762,19.264
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,$395.89,8.6,Cash,03/12/2019,04:30:00 p. m.,377.04,4.761904762,18.852
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1,10,43.55,$914.55,9.9,Credit card,02/12/2019,02:45:00 p. m.,871,4.761904762,43.55
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,$294.65,6,Cash,03/11/2019,01:37:00 p. m.,280.62,4.761904762,14.031
842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,$810.60,5.6,Credit card,02/11/2019,10:38:00 a. m.,772,4.761904762,38.6
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,$936.60,4.4,Credit card,02/11/2019,03:42:00 p. m.,892,4.761904762,44.6
130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,14.55,$305.55,9.4,Ewallet,01/11/2019,01:57:00 p. m.,291,4.761904762,14.55
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,$235.68,5.6,Credit card,01/11/2019,04:49:00 p. m.,224.46,4.761904762,11.223
